planet_name,planet_orbit,distance
TOI-286 b,4.5117244,59.2293
TOI-286 c,39.361826,59.2293
TOI-2977 b,2.3505614,
TOI-2981 b,3.601501,527.789
TOI-3023 b,3.9014971,389.916
TOI-3071 b,1.266938,485.219
TOI-3082 b,1.926907,113.048
TOI-3235 b,2.59261842,72.811
TOI-3261 b,0.8831331,300.141
TOI-329 b,5.70439,284.388
TOI-332 b,0.777038,222.852
TOI-3321 b,3.6525145,285.895
TOI-3331 A b,2.0180231,217.193
TOI-3353.01,4.6657965,78.7577
TOI-3362 b,18.09547,366.987
TOI-3364 b,5.8768918,277.899
TOI-3540 A b,3.119999,
TOI-3568 b,4.417965,197.906
TOI-3629 b,3.936551,130.091
TOI-3688 A b,3.246075,396.378
TOI-3693 b,9.088516,176.436
TOI-3714 b,2.154849,112.71
TOI-3757 b,3.438753,181.139
TOI-3785 b,4.6747373,79.7634
TOI-3807 b,2.8989727,421.745
TOI-3819 b,3.2443141,558.141
TOI-3884 b,4.5445828,43.1448
TOI-3894 b,4.33454,417.365
TOI-3912 b,3.4936264,465.992
TOI-3919 b,7.433234,604.591
TOI-3976 A b,6.607662,516.087
TOI-3984 A b,4.353326,108.883
TOI-4010 b,1.348335,177.504
TOI-4010 c,5.414654,177.504
TOI-4010 d,14.70886,177.504
TOI-4010 e,762,177.504
TOI-406.01,13.1757294,31.0597
TOI-4087 b,3.1774835,301.676
TOI-411 b,4.040295,62.7792
TOI-411 c,9.573083,62.7792
TOI-4127 b,56.39879,319.632
TOI-4137 b,3.8016122,334.993
TOI-4145 A b,4.0664428,205.387
TOI-4153 b,4.6174141,423.84
TOI-4184 b,4.9019804,69.3649
TOI-4201 b,3.5819194,189.011
TOI-421 b,5.197576,74.7969
TOI-421 c,16.067541,74.7969
TOI-4308 b,9.151201,108.932
TOI-431 b,0.490047,32.5686
TOI-431 c,4.8494,32.5686
TOI-431 d,12.46103,32.5686
TOI-4329 b,2.9223,717.128
TOI-4336 A b,16.336334,22.5455
TOI-4342 b,5.5382498,61.5204
TOI-4342 c,10.688716,61.5204
TOI-4377 b,4.378081,455.82
TOI-4379 b,3.25352,645.158
TOI-4406 b,30.08364,261.834
TOI-4438 b,7.44628,30.0346
TOI-444 b,17.9636,57.3973
TOI-4443.01,1.8498567,56.0739
TOI-4463 A b,2.8807198,173.117
TOI-4479 b,1.1589,80.6532
TOI-4495.01,5.1830043,132.214
TOI-451 b,1.858703,123.739
TOI-451 c,9.192522,123.739
TOI-451 d,16.364988,123.739
TOI-4515 b,15.266446,193.499
TOI-4527.01,0.3994445,18.1037
TOI-4551 b,9.95581,215.986
TOI-4559 b,3.965991,31.6354
TOI-4562 b,225.1064,339.605
TOI-4562 c,3990,339.605
TOI-4582 b,31.034,383.846
TOI-4600 b,82.6869,216.056
TOI-4600 c,482.8191,216.056
TOI-4602.01,3.9812091,63.0637
TOI-4603 b,7.24599,225.643
TOI-4633 c,271.9445,95.2016
TOI-4641 b,22.09341,86.3501
TOI-470 b,12.19148,130.46
TOI-4791 b,4.28088,328.802
TOI-480 b,6.866196,54.5306
TOI-481 b,10.33111,179.366
TOI-4860 b,1.5227591,80.1423
TOI-4914 b,10.60057,299.89
TOI-500 b,0.548177,47.3924
TOI-500 c,6.6356,47.3924
TOI-500 d,26.233,47.3924
TOI-500 e,61.3,47.3924
TOI-5005 b,6.3085044,207.891
TOI-5076 b,23.445,82.857
TOI-5082.01,4.240122,43.1406
TOI-5126 b,5.4588385,160.414
TOI-5126 c,17.8999,160.414
TOI-5153 b,20.33003,390.484
TOI-5174 b,12.214286,197.243
TOI-519 b,1.2652328,115.557
TOI-5205 b,1.630757,86.4493
TOI-5218 b,4.291452,377.483
TOI-5232 b,4.0966692,609.388
TOI-5238 b,4.872171,290.646
TOI-5293 A b,2.930289,162.229
TOI-530 b,6.387597,148.762
TOI-5301 b,5.858858,629.161
TOI-5319 b,4.07853,61.171
TOI-532 b,2.3266508,135.047
TOI-5344 b,3.792622,138.367
TOI-5388.01,2.594675,18.5226
TOI-5398 b,10.590547,130.855
TOI-5398 c,4.77271,130.855
TOI-540 b,1.2391491,14.0022
TOI-544 b,1.548352,41.1166
TOI-544 c,50.089,41.1166
TOI-5542 b,75.12375,348.849
TOI-558 b,14.574071,402.63
TOI-559 b,6.9839095,233.266
TOI-561 b,0.4465688,85.799
TOI-561 c,10.778831,85.799
TOI-561 d,25.7124,85.799
TOI-561 e,77.03,85.799
TOI-5616 b,2.002849,390.415
TOI-5634 A b,2.2035373,306.144
TOI-564 b,1.651144,199.581
TOI-5678 b,47.73022,165.393
TOI-5704 b,3.771116,89.637
TOI-5720 b,1.4344555,35.8256
TOI-5799 b,4.164753,27.8123
TOI-5803 b,5.38305,84.0126
TOI-6008 b,0.8574347,23.1008
TOI-6029 b,5.7987,603.119
TOI-6034 b,2.576184,117.992
TOI-6086 b,1.3888725,31.4566
TOI-615 b,4.6615983,360.408
TOI-620 b,5.0988179,33.0231
TOI-622 b,6.402513,123.297
TOI-6255 b,0.23818244,20.3167
TOI-628 b,3.4095675,178.68
TOI-640 b,5.0037775,341.997
TOI-654.01,1.5275657,57.7553
TOI-663 b,2.598902,64.2308
TOI-663 c,4.6955507,64.2308
TOI-663 d,7.1027268,64.2308
TOI-669 b,3.945152,142.867
TOI-672 b,3.633575,66.9071
TOI-674 b,1.977143,46.0851
TOI-677 b,11.2366,141.812
TOI-700 b,9.977219,31.1265
TOI-700 c,16.051137,31.1265
TOI-700 d,37.42396,31.1265
TOI-700 e,27.80978,31.1265
TOI-712 b,9.531361,58.6212
TOI-712 c,51.69906,58.6212
TOI-712 d,84.8396,58.6212
TOI-715 b,19.288004,42.4048
TOI-733 b,4.884765,75.2092
TOI-757 b,17.46819,60.3418
TOI-762 A b,3.4716826,98.4458
TOI-763 b,5.6057,95.1274
TOI-763 c,12.2737,95.1274
TOI-771 b,2.326021,25.2788
TOI-776 b,8.24662,27.1701
TOI-776 c,15.665323,27.1701
TOI-778 b,4.633611,161.743
TOI-782 b,8.0240015,52.5122
TOI-784 b,2.7970365,64.5997
TOI-813 b,83.8911,263.145
TOI-815 b,11.197259,59.7117
TOI-815 c,34.976145,59.7117
TOI-824 b,1.392978,63.9262
TOI-833 b,1.0418777,41.7148
TOI-836 b,3.81673,27.5024
TOI-836 c,8.59545,27.5024
TOI-837 b,8.3249113,142.488
TOI-849 b,0.765548,225.734
TOI-858 B b,3.2797178,250.489
TOI-871 b,14.362565,68.0473
TOI-880.02,2.5735943,60.6679
TOI-892 b,10.62656,340.543
TOI-904 b,10.8772,46.0891
TOI-904 c,83.9997,46.0891
TOI-905 b,3.739494,158.649
TOI-907.01,4.5849129,312.529
TOI-908 b,3.183792,175.748
TOI-913 b,11.098644,65.1769
TOI-942 b,4.32421,152.601
TOI-942 c,10.156272,152.601
TOI-954 b,3.6849729,238.768
TOI-969 b,1.8237305,77.2554
TOI-969 c,1700,77.2554
TRAPPIST-1 b,1.510826,12.4298888
TRAPPIST-1 c,2.421937,12.4298888
TRAPPIST-1 d,4.049219,12.4298888
TRAPPIST-1 e,6.101013,12.4298888
TRAPPIST-1 f,9.20754,12.4298888
TRAPPIST-1 g,12.352446,12.4298888
TRAPPIST-1 h,18.772866,12.4298888
TYC 0434-04538-1 b,193.2,613.422
TYC 1422-614-1 b,198.4,672.41
TYC 1422-614-1 c,559.3,672.41
TYC 2187-512-1 b,691.9,15.4744
TYC 3318-01333-1 b,562,490.61
TYC 3667-1280-1 b,26.468,477.516
TYC 4282-00605-1 b,101.54,464.128
TYC 8998-760-1 b,,94.6177
TYC 8998-760-1 c,,94.6177
Teegarden's Star b,4.90634,3.83078
Teegarden's Star c,11.416,3.83078
Teegarden's Star d,26.13,3.83078
TrES-1 b,3.03007,159.658
TrES-2 b,2.47063,215.32
TrES-3 b,1.30618581,231.337
TrES-4 b,3.55395,515.98
TrES-5 b,1.48224686,360.313
UCAC3 113-933 b,,52.5829
UCAC4 328-061594 b,,39.9089
UKIRT-2017-BLG-001L b,,6300
USco CTIO 108 b,,144.019
USco1556 b,,140.635
USco1621 b,,137.901
UZ For b,5840,239.6038748
UZ For c,1916.25,239.6038748
V0391 Peg b,1170,1195.98
V1298 Tau b,24.1396,108.199
V1298 Tau c,8.24958,108.199
V1298 Tau d,12.4032,108.199
V1298 Tau e,53.5,108.199
V830 Tau b,4.927,130.111
VHS J125601.92-125723.9 b,5800000,12.7
WASP-1 b,2.5199454,393.072
WASP-10 b,3.0927616,140.998
WASP-100 b,2.84938,364.411
WASP-101 b,3.58572,201.224
WASP-103 b,0.925542,375.647
WASP-104 b,1.7554137,185.932
WASP-105 b,7.87288,169.272
WASP-106 b,9.28971,352.181
WASP-107 b,5.7214742,64.7414
WASP-107 c,1088,64.7414
WASP-11 b,3.72247,124.73
WASP-110 b,3.77840121,274.96
WASP-113 b,4.54216875,435.156
WASP-114 b,1.5487743,523.337
WASP-117 b,10.02165,157.963
WASP-118 b,4.0460435,376.658
WASP-119 b,2.49979,302.448
WASP-12 b,1.09142,427.246
WASP-120 b,3.6112706,381.174
WASP-121 b,1.27492504,269.898
WASP-123 b,2.9776412,197.996
WASP-124 b,3.37265,448.637
WASP-126 b,3.28883,216.526
WASP-126 c,7.63,216.526
WASP-127 b,4.17806203,159.507
WASP-129 b,5.748145,301.462
WASP-13 b,4.35301,227.537
WASP-130 b,11.55098,172.256
WASP-131 b,5.322023,200.075
WASP-132 b,7.133514,122.91
WASP-132 c,1.011534,122.91
WASP-133 b,2.176423,559.084
WASP-135 b,1.4013794,298.214
WASP-136 b,5.215357,275.587
WASP-138 b,3.634433,414.234
WASP-139 b,5.924262,212.472
WASP-14 b,2.24375,161.997
WASP-140 b,2.2359835,117.598
WASP-141 b,3.310651,516.543
WASP-142 b,2.052868,730.933
WASP-144 b,2.2783152,355.513
WASP-145 A b,1.7690381,91.299
WASP-147 b,4.60273,436.098
WASP-148 b,8.803809,246.353
WASP-148 c,34.524,246.353
WASP-15 b,3.7521,282.091
WASP-150 b,5.644207,527.995
WASP-151 b,4.5334775,453.099
WASP-153 b,3.332609,610.176
WASP-156 b,3.8361623,122.066
WASP-157 b,3.951623,334.037
WASP-158 b,3.656333,524.993
WASP-159 b,3.840401,715.383
WASP-16 b,3.1186,194.134
WASP-160 B b,3.7684952,288.326
WASP-161 b,5.4060425,343.08
WASP-162 b,9.62468,310.841
WASP-163 b,1.6096884,261.386
WASP-164 b,1.7771255,327.506
WASP-165 b,3.465509,602.236
WASP-166 b,5.44354,114.173
WASP-167 b,2.0219596,423.552
WASP-168 b,4.153658,303.941
WASP-169 b,5.6114118,627.066
WASP-17 b,3.73543,405.908
WASP-170 b,2.34478022,305.603
WASP-171 b,3.8186244,757.84
WASP-172 b,5.477433,538.11
WASP-173 A b,1.38665318,232.98
WASP-174 b,4.2337005,410.149
WASP-175 b,3.0652907,539.36
WASP-176 b,3.899052,568.42
WASP-177 b,3.071722,176.818
WASP-178 b,3.3448285,427.678
WASP-18 b,0.94145223,123.483
WASP-18 c,2.1558,123.483
WASP-180 A b,3.409264,253.985
WASP-181 b,4.5195064,437.495
WASP-182 b,3.3769848,327.602
WASP-183 b,4.1117771,325.377
WASP-184 b,5.1817,663.231
WASP-185 b,9.38755,279.35
WASP-186 b,5.026799,278.514
WASP-187 b,5.147878,371.414
WASP-189 b,2.724033,99.731
WASP-19 b,0.78883852,268.325
WASP-190 b,5.367753,542.251
WASP-192 b,2.8786765,508.885
WASP-193 b,6.2463345,362.087
WASP-2 b,2.152175,153.242
WASP-20 b,4.8996284,211.877
WASP-21 b,4.322482,258.426
WASP-22 b,3.53269,317.652
WASP-23 b,2.9444256,207.49
WASP-24 b,2.34121,322.114
WASP-25 b,3.76483,211.416
WASP-26 b,2.7566,252.759
WASP-28 b,3.40883495,348.494
WASP-29 b,3.92273,87.5953
WASP-3 b,1.84683,231.161
WASP-31 b,3.4059096,383.829
WASP-32 b,2.71866,275.994
WASP-33 b,1.21987,121.944
WASP-34 b,4.31768,132.096
WASP-35 b,3.16158,202.218
WASP-36 b,1.53736596,386.346
WASP-37 b,3.577469,392.791
WASP-38 b,6.87188,136.24
WASP-39 b,4.0552842,213.982
WASP-4 b,1.33823147,267.206
WASP-41 b,3.0524,163.371
WASP-41 c,421,163.371
WASP-42 b,4.9816819,177.291
WASP-43 b,0.813475,86.7467
WASP-44 b,2.423804,364.512
WASP-45 b,3.126089,211.196
WASP-46 b,1.43036763,375.31
WASP-47 b,4.159151,264.78
WASP-47 c,589.57,264.78
WASP-47 d,9.030501,264.78
WASP-47 e,0.78961,264.78
WASP-48 b,2.14363,454.144
WASP-49 b,2.78174,194.553
WASP-5 b,1.6284279,309.137
WASP-50 b,1.9551,184.848
WASP-52 b,1.7497798,174.818
WASP-53 b,3.3098443,201.338
WASP-53 c,2840,201.338
WASP-54 b,3.69364,251.303
WASP-55 b,4.46563,297.462
WASP-56 b,4.6171,321.084
WASP-57 b,2.83891856,398.276
WASP-58 b,5.01718,290.404
WASP-59 b,7.919585,115.936
WASP-6 b,3.36101,197.119
WASP-60 b,4.305,431.052
WASP-61 b,3.8559,488.66
WASP-62 b,4.41195,175.631
WASP-63 b,4.37808,290.684
WASP-64 b,1.5732918,369.926
WASP-65 b,2.3114243,273.703
WASP-66 b,4.08605,500.258
WASP-67 b,4.61442,189.469
WASP-68 b,5.0843,226.399
WASP-69 b,3.86814,49.9605
WASP-7 b,4.9546416,162.303
WASP-70 A b,3.7130203,222.355
WASP-71 b,2.90367,362.715
WASP-72 b,2.21673,434.754
WASP-73 b,4.08722,316.678
WASP-74 b,2.13775,149.216
WASP-75 b,2.484193,294.001
WASP-76 b,1.80988198,194.459
WASP-77 A b,1.36002854,105.166
WASP-78 b,2.17518,754.258
WASP-79 b,3.662392,246.69
WASP-8 b,8.15872,89.9606
WASP-8 c,4323,89.9606
WASP-80 b,3.06785234,49.7876
WASP-81 b,2.7164762,398.505
WASP-82 b,2.70579,275.664
WASP-83 b,4.971252,271.103
WASP-84 b,8.52349648,100.588
WASP-84 c,1.4468849,100.588
WASP-85 A b,2.6556777,141.887
WASP-87 b,1.682795,298.392
WASP-88 b,4.954,523.756
WASP-89 b,3.3564227,290.946
WASP-90 b,3.916243,466.433
WASP-91 b,2.798581,149.942
WASP-92 b,2.1746742,575.889
WASP-93 b,2.7325321,370.284
WASP-94 A b,3.95019,211.211
WASP-94 B b,2.00839,208.696
WASP-95 b,2.18467,137.544
WASP-96 b,3.4252602,352.464
WASP-97 b,2.07276,151.068
WASP-98 b,2.96264036,281.742
WASP-99 b,5.75251,158.66
WD 0806-661 b,,19.2444
WD 1856+534 b,1.4079405,24.7359
WISE J033605.05-014350.4 b,2560,
WISEP J121756.91+162640.2 A b,,10.1
WTS-1 b,3.352057,2346.01
WTS-2 b,1.0187068,1030.768344
Wendelstein-1 b,2.663416,305.3
Wendelstein-2 b,1.7522239,565.541
Wolf 1061 b,4.8869,4.30592
Wolf 1061 c,17.8719,4.30592
Wolf 1061 d,217.21,4.30592
Wolf 1069 b,15.564,9.58341
Wolf 327 b,0.5734745,28.5321
Wolf 503 b,6.00127,44.526
XO-1 b,3.94153,163.553
XO-2 N b,2.61586178,154.273
XO-2 S b,18.157,151.398
XO-2 S c,120.8,151.398
XO-3 b,3.19154,213.053
XO-4 b,4.12508,272.655
XO-5 b,4.1877558,276.211
XO-6 b,3.7650007,235.479
XO-7 b,2.8641424,234.149
YSES 2 b,,109.406
YZ Cet b,2.02087,3.71207
YZ Cet c,3.05989,3.71207
YZ Cet d,4.65626,3.71207
alf Ari b,380.8,20.21019
alf Tau b,628.96,20.4332
b Cen AB b,1790000,98.0935
bet Cnc b,605.2,89.0472
bet Pic b,8617.50952,19.7442
bet Pic c,1192.77951,19.7442
bet UMi b,522.3,38.77472
eps CrB b,417.9,69.8683
eps Eri b,2671,3.2026
eps Ind A b,16510,3.63857
eps Tau b,585.82,47.52852
gam Cep b,913,14.1024
gam Lib b,414.88,47.4017
gam Lib c,966.49,47.4017
gam Psc b,555.1,41.3107
gam1 Leo b,428.5,39.8883
iot Dra b,510.8544,31.32832
iot Dra c,25000,31.32832
kap And b,,50.0177
kap CrB b,1253.68,30.0651
mu Leo b,357.8,32.6081
mu2 Sco b,,
nu Oct A b,417,21.1999
nu Oph b,529.93,46.2107
nu Oph c,3180.6,46.2107
ome Ser b,278.59,76.7556
omi CrB b,187.01,84.7883
omi UMa b,1569.81,54.9149
pi Men c,6.26791,18.2702
pi Men d,124.64,18.2702
psi1 Dra B b,3117,22.7188
rho CrB b,39.8438,17.4671
rho CrB c,102.19,17.4671
rho CrB d,282.2,17.4671
rho CrB e,12.949,17.4671
tau Boo b,3.3124568,15.6521
tau Cet e,162.87,3.60304
tau Cet f,636.13,3.60304
tau Cet g,20,3.60304
tau Cet h,49.41,3.60304
tau Gem b,305.5,112.537
ups And b,4.617033,13.4054
ups And c,241.258,13.4054
ups And d,1276.46,13.4054
ups Leo b,385.2,52.5973
xi Aql b,136.97,56.1858
