planet_name,planet_orbit,distance
K2-282 b,4.169783,496.289
K2-283 b,1.921036,402.915
K2-284 b,4.795069,107.272
K2-285 b,3.471745,154.961
K2-285 c,7.138048,154.961
K2-285 d,10.45582,154.961
K2-285 e,14.76289,154.961
K2-286 b,27.359,76.1486
K2-287 b,14.893291,158.335
K2-288 B b,31.393463,65.6138
K2-289 b,13.156969,274.3
K2-29 b,3.2588321,178.475
K2-290 b,9.21165,272.909
K2-290 c,48.36685,272.909
K2-291 b,2.225177,90.0562
K2-292 b,16.9841,114.293
K2-293 b,13.1225,392.251
K2-294 b,2.50387,373.078
K2-295 b,4.024867,232.801
K2-3 b,10.0546535,44.0727
K2-3 c,24.646729,44.0727
K2-3 d,44.55603,44.0727
K2-30 b,4.098503,333.042
K2-308 b,3.38628,1314.53
K2-31 b,1.25785,110.527
K2-312 c,921.2,109.86
K2-315 b,3.1443189,56.9686
K2-316 b,1.133,112.486
K2-316 c,5.26,112.486
K2-317 b,6.22,176.291
K2-318 b,7.01,147.866
K2-319 b,26.68,209.071
K2-32 b,8.992,157.682
K2-32 c,20.66093,157.682
K2-32 d,31.71701,157.682
K2-32 e,4.34934,157.682
K2-320 b,1.995,108.74
K2-321 b,2.298,77.6888
K2-322 b,8.205,123.415
K2-323 b,24.93,118.318
K2-324 b,3.262,136.667
K2-325 b,6.93,111.638
K2-326 b,1.256,282.308
K2-329 b,12.4551225,233.237
K2-33 b,5.424865,139.268
K2-330 b,13.774798,160.125
K2-331 b,9.398977,211.43
K2-331 c,22.996591,211.43
K2-332 b,17.70632,123.202
K2-333 b,14.759287,343.99
K2-334 b,5.113981,371.823
K2-335 b,12.283211,557.993
K2-336 b,21.194733,239.289
K2-337 b,16.273563,421.636
K2-338 b,3.850614,156.951
K2-339 b,19.507428,360.36
K2-34 b,2.9956348,348.646
K2-340 b,29.740451,738.136
K2-341 b,36.552551,421.408
K2-342 b,11.561052,208.357
K2-343 b,2.787174,166.169
K2-343 c,7.676972,166.169
K2-344 b,3.35585,75.1691
K2-345 b,10.367437,162.408
K2-346 b,26.201446,105.58
K2-347 b,7.187257,320.336
K2-348 b,4.688418,201.856
K2-348 c,12.550171,201.856
K2-349 b,9.032178,453.567
K2-35 b,2.399964,252.596
K2-35 c,5.608352,252.596
K2-350 b,4.163873,489.368
K2-350 c,19.991944,489.368
K2-351 b,7.806164,694.734
K2-352 b,3.665912,176.051
K2-352 c,8.234885,176.051
K2-352 d,14.871387,176.051
K2-353 b,15.466805,268.515
K2-354 b,3.793306,91.722
K2-355 b,5.7385647,500.497
K2-356 b,21.0267366,355.54
K2-357 b,16.3488637,517.687
K2-358 b,11.2510285,480.307
K2-36 b,1.422614,109.749
K2-36 c,5.340888,109.749
K2-365 b,23.448172,187.222
K2-366 b,15.937039,185.947
K2-367 b,20.645099,176.965
K2-368 b,5.025598,206.608
K2-368 c,9.660186,206.608
K2-368 d,20.201085,206.608
K2-369 b,5.761612,185.55
K2-37 b,4.44117,179.943
K2-37 c,6.42904,179.943
K2-37 d,14.09189,179.943
K2-370 b,2.14084,144.202
K2-371 b,3.114905,442.813
K2-372 b,9.844077,463.88
K2-373 b,11.02066,229.567
K2-374 b,4.521953,359.439
K2-374 c,16.43445,359.439
K2-375 b,14.453895,696.1
K2-376 b,5.776475,161.61
K2-377 b,12.832235,195.149
K2-378 b,2.060438,687.973
K2-379 b,8.777247,182.207
K2-38 b,4.01593,192.69
K2-38 c,10.56103,192.69
K2-380 b,9.401312,249.303
K2-381 b,7.9389334,145.701
K2-381 c,16.034656,145.701
K2-381 d,26.803023,145.701
K2-382 b,21.700156,278.412
K2-383 b,1.865962,203.788
K2-384 b,2.231527,82.6603
K2-384 c,4.194766,82.6603
K2-384 d,6.679582,82.6603
K2-384 e,9.715043,82.6603
K2-384 f,13.62749,82.6603
K2-385 b,2.380867,420.819
K2-386 b,7.473223,428.785
K2-387 b,28.735327,266.318
K2-388 b,6.339069,290.495
K2-389 b,8.584043,259.208
K2-389 c,20.851337,259.208
K2-39 b,4.60543,307.47
K2-390 b,3.312792,456.122
K2-391 b,4.622654,507.94
K2-392 b,15.398723,406.985
K2-393 b,10.413181,265.914
K2-394 b,5.095717,98.0152
K2-395 b,4.803352,286.727
K2-395 c,8.491282,286.727
K2-396 b,0.673862,274.864
K2-396 c,25.76051,274.864
K2-397 b,3.572326,199.354
K2-398 b,6.393025,606.992
K2-398 c,18.787839,606.992
K2-4 b,10.003417,231.828
K2-400 b,3.865053,62.3804
K2-401 b,6.293099,200.727
K2-402 b,17.27474,523.055
K2-403 b,33.589979,246.599
K2-404 b,13.115365,121.63
K2-405 b,3.435471,197.234
K2-406 b,22.549406,85.3751
K2-407 b,4.941907,218.376
K2-407 c,9.22453,218.376
K2-408 b,20.978959,162.306
K2-409 b,1.908084,431.031
K2-411 b,3.2141,298.219
K2-412 b,5.9382,654.085
K2-413 b,0.8094,285.162
K2-413 c,5.3301,285.162
K2-414 b,4.3696,260.036
K2-414 c,6.669,260.036
K2-415 b,4.0179694,21.8182
K2-416 b,13.102,120.311
K2-417 b,6.535,94.0424
K2-419 A b,20.35847252,268.685
K2-42 b,6.68796,396.913
K2-43 b,3.471149,182.536
K2-43 c,2.198884,182.536
K2-44 b,5.657,476.703
K2-45 b,1.7292684,495.317
K2-46 b,19.1541,449.237
K2-47 b,31.6372,349.881
K2-48 b,20.5065,313.764
K2-49 b,2.77065,457.125
K2-5 b,5.73594,202.943
K2-5 c,10.93241,202.943
K2-50 b,8.7529,257.443
K2-52 b,3.535055,1038.41
K2-53 b,12.20772,138.018
K2-54 b,9.7843,174.955
K2-55 b,2.849258,159.522
K2-57 b,9.0063,264.213
K2-58 b,7.05254,181.746
K2-58 c,2.53726,181.746
K2-58 d,22.8827,181.746
K2-59 b,20.6921,311.313
K2-59 c,11.2954,311.313
K2-6 b,30.94191,316.819
K2-60 b,3.00265,491.87
K2-61 b,2.57302,405.732
K2-62 b,6.67202,112.467
K2-62 c,16.1966,112.467
K2-63 b,20.257,517.534
K2-63 c,25.4556,517.534
K2-64 b,6.53044,499.891
K2-65 b,12.6475,72.2
K2-66 b,5.06963,513.877
K2-68 b,8.05428,168.652
K2-69 b,7.06599,180.697
K2-7 b,28.67992,738.553
K2-70 b,13.97896,232.964
K2-71 b,6.98541,153.192
K2-72 b,5.577212,66.4321
K2-72 c,15.189034,66.4321
K2-72 d,7.760178,66.4321
K2-72 e,24.158868,66.4321
K2-73 b,7.49543,269.183
K2-74 b,19.5666,377.822
K2-75 b,7.8142,561.93
K2-75 c,18.311,561.93
K2-77 b,8.199796,141.731
K2-79 b,10.9947,256.011
K2-8 b,10.35239,403.513
K2-8 c,5.06416,403.513
K2-80 b,19.0918,200.802
K2-80 c,5.605,200.802
K2-80 d,28.867253,200.802
K2-81 b,6.102325,252.318
K2-83 b,2.74697,125.529
K2-83 c,9.99767,125.529
K2-84 b,6.4215,284.876
K2-84 c,27.86,284.876
K2-85 b,0.684559,97.2179
K2-86 b,8.77683,258.699
K2-87 b,9.726618,491.242
K2-88 b,4.6122,110.561
K2-89 b,1.096026,86.0386
K2-9 b,18.4498,82.9631
K2-90 b,13.733314,134.188
K2-90 c,2.900706,134.188
K2-91 b,1.419549,62.5785
K2-95 b,10.1346454,179.854
K2-97 b,8.406726,878.43
K2-98 b,10.136448,518.625
K2-99 b,18.251985,519.229
KELT-1 b,1.217514,268.43
KELT-10 b,4.1662739,188.404
KELT-11 b,4.7361,99.1596
KELT-12 b,5.031623,368.03
KELT-14 b,1.7100566,250.121
KELT-15 b,3.32944,324.683
KELT-16 b,0.9689951,444.586
KELT-17 b,3.0801716,226.5
KELT-18 b,2.8717518,321.376
KELT-19 A b,4.6117093,300.276
KELT-2 A b,4.11379,134.058
KELT-20 b,3.4741085,136.426
KELT-21 b,3.6127647,470.878
KELT-23 A b,2.255251,126.261
KELT-24 b,5.55149296,96.5173
KELT-3 b,2.70339,210.252
KELT-4 A b,2.9895932,218.05
KELT-6 b,7.8457,240.726
KELT-6 c,1276,240.726
KELT-7 b,2.73477,136.681
KELT-8 b,3.24406,197.572
KELT-9 b,1.4811235,204.455
KIC 10001893 b,0.2197,1672.94
KIC 10001893 c,0.32528,1672.94
KIC 10001893 d,0.81161,1672.94
KIC 10068024 b,2.073549,721.105
KIC 10525077 b,854.083,1461.15
KIC 3526061 b,3552,401.229
KIC 3558849 b,1322.3,1215.7
KIC 5437945 b,440.7813,1274.01
KIC 5479689 b,1.701531,454.95
KIC 7917485 b,840,1382.89
KIC 8121913 b,3.294601,707.303
KIC 8540376 b,31.8099,1072.3
KIC 8540376 c,75.2,1072.3
KIC 9663113 b,572.3847,1594.74
KMT-2016-BLG-0212L b,,6300
KMT-2016-BLG-1105L b,,5080
KMT-2016-BLG-1107L b,,6651
KMT-2016-BLG-1397L b,,6600
KMT-2016-BLG-1820L b,,6260
KMT-2016-BLG-1836L b,,7100
KMT-2016-BLG-2142L b,,7010
KMT-2016-BLG-2321L b,,3580
KMT-2016-BLG-2364L b,,6440
KMT-2016-BLG-2397L b,,4880
KMT-2016-BLG-2605L b,,6421
KMT-2017-BLG-0165L b,,4530
KMT-2017-BLG-0428L b,,5400
KMT-2017-BLG-0673L b,,5080
KMT-2017-BLG-1003L b,,7090
KMT-2017-BLG-1038L b,,6000
KMT-2017-BLG-1146L b,,6500
KMT-2017-BLG-1194L b,,4240
KMT-2017-BLG-2509L b,,7040
KMT-2018-BLG-0029L b,,3380
KMT-2018-BLG-0030L b,,6480
KMT-2018-BLG-0087L b,,7020
KMT-2018-BLG-0247L b,,6760
KMT-2018-BLG-0748L b,,7300
KMT-2018-BLG-0885L b,,6890
KMT-2018-BLG-1025L b,,6705
KMT-2018-BLG-1292L b,,3460
KMT-2018-BLG-1743L b,,6483
KMT-2018-BLG-1976L b,,5840
KMT-2018-BLG-1988L b,,4150
KMT-2018-BLG-1990L b,,967
KMT-2018-BLG-1996L b,,5910
KMT-2018-BLG-2602L b,,4310
KMT-2019-BLG-0253L b,,4900
KMT-2019-BLG-0297L b,,3090
KMT-2019-BLG-0298L b,,6710
KMT-2019-BLG-0335L b,,7710
KMT-2019-BLG-0371L b,,7010
KMT-2019-BLG-0414L b,,4410
KMT-2019-BLG-0842L b,,3320
KMT-2019-BLG-0953L b,,7200
KMT-2019-BLG-1042L b,,6600
KMT-2019-BLG-1216L b,,2740
KMT-2019-BLG-1339L b,,6120
KMT-2019-BLG-1367L b,,4670
KMT-2019-BLG-1552L b,,4600
KMT-2019-BLG-1715L b,,3860
KMT-2019-BLG-1806L b,,6640
KMT-2019-BLG-1953L b,,7040
KMT-2019-BLG-2783L b,,5910
KMT-2019-BLG-2974L b,,6100
KMT-2020-BLG-0414L b,,800
KMT-2020-BLG-0414L c,,800
KMT-2021-BLG-0119L b,,3130
KMT-2021-BLG-0171L b,,4600
KMT-2021-BLG-0192L b,,5120
KMT-2021-BLG-0240L b,,6600
KMT-2021-BLG-0320L b,,6950
KMT-2021-BLG-0322L b,,6600
KMT-2021-BLG-0712L b,,3090
KMT-2021-BLG-0748L b,,6090
KMT-2021-BLG-0909L b,,6480
KMT-2021-BLG-0912L b,,5560
KMT-2021-BLG-1077L b,,8240
KMT-2021-BLG-1077L c,,8240
KMT-2021-BLG-1105L b,,4540
KMT-2021-BLG-1150L b,,3800
KMT-2021-BLG-1253L b,,6640
KMT-2021-BLG-1303L b,,6280
KMT-2021-BLG-1372L b,,5970
KMT-2021-BLG-1391L b,,5720
KMT-2021-BLG-1547L b,,5070
KMT-2021-BLG-1554L b,,7680
KMT-2021-BLG-1689L b,,7200
KMT-2021-BLG-1770L b,,6920
KMT-2021-BLG-1898L b,,6900
KMT-2021-BLG-2010L b,,7090
KMT-2021-BLG-2294L b,,6800
KMT-2021-BLG-2478L b,,2970
KMT-2022-BLG-0371L b,,7140
KMT-2022-BLG-0440L b,,3500
KMT-2022-BLG-1013L b,,7710
KMT-2023-BLG-0416L b,,5900
KMT-2023-BLG-0469L b,,7070
KMT-2023-BLG-0735L b,,6390
KMT-2023-BLG-1431L b,,6800
KMT-2023-BLG-1454L b,,7220
KMT-2023-BLG-1642L b,,6980
KMT-2023-BLG-1866L b,,6210
KOI-12 b,17.855182,399.398
KOI-1257 b,86.647661,656
KOI-13 b,1.763588,519.096
KOI-142 b,10.91647,376.863
KOI-142 c,22.26492,376.863
KOI-1599.01,20.4415,1131.64
KOI-1599.02,13.6088,1131.64
KOI-1783.01,134.4628,865.73
KOI-1783.02,284.215,865.73
KOI-1831 d,34.169,501.574
KOI-1833 d,7.685,290.324
KOI-217 b,3.90512,914.699
KOI-2513.01,19.00547,1369.87
KOI-3503 b,21.185,887.064
KOI-3503 c,31.828,887.064
KOI-351 b,7.008151,848.254
KOI-351 c,8.719375,848.254
KOI-351 d,59.73667,848.254
KOI-351 e,91.93913,848.254
KOI-351 f,124.9144,848.254
KOI-351 g,210.60697,848.254
KOI-351 h,331.60059,848.254
KOI-3680 b,141.241671,921.986
KOI-4777.01,0.412,172.245
KOI-4978 b,0.941967,936.341
KOI-55 b,0.240104,1231.02
KOI-55 c,0.342887,1231.02
KOI-7368 b,6.8430344,264.995
KOI-7913 b,24.278553,271.277
KOI-94 b,3.743208,477.052
KOI-94 c,10.423648,477.052
KOI-94 d,22.342989,477.052
KOI-94 e,54.32031,477.052
KOI-984 b,4.2881785,252.667
KOI-984 c,21.512,252.667
KPS-1 b,1.706291,262.706
Kapteyn c,121.54,3.93305
Kepler-10 b,0.8374907,185.506
Kepler-10 c,45.294301,185.506
Kepler-10 d,151.04,185.506
Kepler-100 b,6.88705,304.645
Kepler-100 c,12.8159,304.645
Kepler-100 d,35.3331,304.645
Kepler-100 e,60.888588,304.645
Kepler-1000 b,120.0181272,1115.62
Kepler-1001 b,14.30511983,928.978
Kepler-1001 c,9.18186,928.978
Kepler-1002 b,4.33642933,408.303
Kepler-1003 b,3.55485691,941.902
Kepler-1004 b,5.28789787,1152.68
Kepler-1005 b,6.49801525,567.806
Kepler-1006 b,19.76172042,1081.738
Kepler-1007 b,5.18500207,365
Kepler-1008 b,12.43931193,282.565
Kepler-1009 b,11.35011917,355.019
Kepler-101 b,3.4876812,927.981
Kepler-101 c,6.02976,927.981
Kepler-1010 b,34.2685705,579.273
Kepler-1011 b,5.75322197,736.779
Kepler-1012 b,5.50860439,411.077
Kepler-1013 b,18.93054959,422.246
Kepler-1014 b,16.57110363,624.8
Kepler-1015 b,16.00494214,739.357
Kepler-1016 b,1.95452434,1402.82
Kepler-1016 c,105.6551369,1402.82
Kepler-1017 b,7.23400469,552.058
Kepler-1018 b,49.1013514,1010.01
Kepler-1019 b,1.41122985,194.182
Kepler-102 b,5.286965,107.796
Kepler-102 c,7.071392,107.796
Kepler-102 d,10.311767,107.796
Kepler-102 e,16.1456994,107.796
Kepler-102 f,27.453592,107.796
Kepler-1020 b,96.9151496,415.358
Kepler-1021 b,13.47469571,810.082
Kepler-1022 b,10.99469878,420.042
Kepler-1023 b,62.1387714,694.175
Kepler-1024 b,66.4162133,1087.4
Kepler-1025 b,37.3229493,803.776
Kepler-1026 b,36.5156053,351.239
Kepler-1027 b,1.9078052,405.104
Kepler-1028 b,2.51462432,607.916
Kepler-1029 b,4.41769648,366.656
Kepler-103 b,15.9653287,494.832
Kepler-103 c,179.60978,494.832
Kepler-1030 b,19.32952416,758.702
Kepler-1031 b,1.22621732,682.882
Kepler-1032 b,3.29011795,673.01
Kepler-1033 b,7.56052806,1455.5
Kepler-1034 b,12.12400943,654.549
Kepler-1035 b,2.71407755,562.116
Kepler-1036 b,122.8808058,489.435
Kepler-1037 b,1.06378867,446.914
Kepler-1038 b,148.4603382,584.136
Kepler-1038 c,7.1276598,584.136
Kepler-1039 b,0.93488424,306.91
Kepler-104 b,11.427548,400.785
Kepler-104 c,23.668205,400.785
Kepler-104 d,51.755394,400.785
Kepler-1040 b,201.1214,482.119
Kepler-1041 b,24.7576421,1485.82
Kepler-1042 b,10.13202575,659
Kepler-1043 b,38.5053398,903.332
Kepler-1044 b,6.77408868,1278.96
Kepler-1045 b,26.41045478,942.485
Kepler-1046 b,14.37508035,721.534
Kepler-1047 b,56.1886887,817.647
Kepler-1047 c,3.18897601,817.647
Kepler-1048 b,6.92101021,556.006
Kepler-1049 b,3.27346074,162.006
Kepler-105 b,5.4122,459.223
Kepler-105 c,7.1262,459.223
Kepler-1050 b,15.3787546,490.488
Kepler-1050 c,21.1284569,490.488
Kepler-1051 b,25.96200249,829.343
Kepler-1052 b,34.8538276,943.444
Kepler-1052 c,180.921729,943.444
Kepler-1053 b,2.41435165,151.129
Kepler-1054 b,4.30655689,1090.51
Kepler-1055 b,2.29503623,389.397
Kepler-1056 b,27.495606,982.51
Kepler-1057 b,14.08827448,1201.82
Kepler-1058 b,110.96546,491.997
Kepler-1059 b,3.76419105,713.167
Kepler-106 b,6.16486,444.322
Kepler-106 c,13.5708,444.322
Kepler-106 d,23.9802,444.322
Kepler-106 e,43.8445,444.322
Kepler-1060 b,46.8779367,946.565
Kepler-1061 b,2.75798267,543.375
Kepler-1062 b,9.30412078,397.455
Kepler-1063 b,14.07971466,343.226
Kepler-1064 b,16.54080322,374
Kepler-1065 b,3.60930891,1122.48
Kepler-1065 c,2.37030743,1122.48
Kepler-1066 b,1.93155984,344.251
Kepler-1067 b,0.76212926,667.693
Kepler-1067 c,5.4258399,667.693
Kepler-1068 b,16.92344113,1473.61
Kepler-1069 b,23.8990296,695.967
Kepler-107 b,3.1800218,525.997
Kepler-107 c,4.901452,525.997
Kepler-107 d,7.95839,525.997
Kepler-107 e,14.749143,525.997
Kepler-1070 b,6.2216147,939.001
Kepler-1071 b,6.1799844,1042.27
Kepler-1072 b,1.5690665,982.716
Kepler-1073 b,8.67888593,809.897
Kepler-1073 c,4.02582254,809.897
Kepler-1073 d,2.50476003,809.897
Kepler-1074 b,5.94566534,250.817
Kepler-1075 b,1.52372816,291.275
Kepler-1076 b,6.14727918,199
Kepler-1077 b,34.3511874,1101.42
Kepler-1078 b,3.00725242,2481.71
Kepler-1079 b,13.24503188,591.098
Kepler-108 b,49.183921,338.732
Kepler-108 c,190.323494,338.732
Kepler-1080 b,77.2548396,1382.82
Kepler-1081 b,3.85691855,420.215
Kepler-1082 b,1.5432066,739.557
Kepler-1083 b,33.4177993,902.633
Kepler-1084 b,2.05333679,405.533
Kepler-1085 b,219.3217528,1364.53
Kepler-1085 c,56.7771,1364.53
Kepler-1086 b,18.78425728,466.084
Kepler-1086 c,161.5163345,466.084
Kepler-1087 b,0.69384285,362.623
Kepler-1088 b,23.12748644,280.629
Kepler-1089 b,5.13248562,259.328
Kepler-109 b,6.4816307,474.861
Kepler-109 c,21.22265,474.861
Kepler-1090 b,198.680179,858.77
Kepler-1090 c,42.42720032,858.77
Kepler-1091 b,1.43474156,914.299
Kepler-1092 b,58.6017925,981.233
Kepler-1093 b,25.0824626,1072.88
Kepler-1093 c,89.722292,1072.88
Kepler-1094 b,78.1000231,1291.01
Kepler-1095 b,4.27103091,792.522
Kepler-1096 b,2.89221751,377.976
Kepler-1097 b,187.747029,719.802
Kepler-1098 b,2.54307286,1049.19
Kepler-1099 b,2.16845259,1022.8
Kepler-11 b,10.3039,646.346
Kepler-11 c,13.0241,646.346
Kepler-11 d,22.6845,646.346
Kepler-11 e,31.9996,646.346
Kepler-11 f,46.6888,646.346
Kepler-11 g,118.3807,646.346
Kepler-110 b,12.691112,586.531
Kepler-110 c,31.719775,586.531
Kepler-1100 b,6.42200058,693.618
Kepler-1101 b,81.3151059,742.473
Kepler-1102 b,51.3285623,1246.05
Kepler-1103 b,19.79191978,1331.92
Kepler-1104 b,5.03728015,530.658
Kepler-1105 b,4.42157218,318.004
Kepler-1106 b,1.25275217,1090.7
Kepler-1107 b,0.57103852,428.798
Kepler-1108 b,4.51005748,767.701
Kepler-1109 b,37.6467384,685.087
Kepler-111 b,3.341815,657.223
Kepler-111 c,224.77833,657.223
Kepler-1110 b,9.69312032,726.828
Kepler-1111 b,8.79617863,841.536
Kepler-1112 b,14.36267939,1671.28
Kepler-1113 b,42.3004954,1073.88
Kepler-1114 b,14.97435694,418.417
Kepler-1115 b,23.5540725,983.245
Kepler-1116 b,41.6977827,1008.57
Kepler-1117 b,4.79028459,568.487
Kepler-1118 b,38.6715075,888.325
Kepler-1119 b,8.3265153,1757.23
Kepler-112 b,8.408878,513.206
Kepler-112 c,28.574263,513.206
Kepler-1120 b,2.94902905,615.231
Kepler-1121 b,13.15141081,482.047
Kepler-1122 b,42.1917357,1230.42
Kepler-1123 b,4.33946454,704.323
Kepler-1124 b,2.85234897,289.899
Kepler-1125 b,17.6700642,2011.41
Kepler-1126 b,108.593329,635.736
Kepler-1126 c,199.66876,635.736
Kepler-1127 b,5.12330347,842.459
Kepler-1128 b,61.6178167,1083.41
Kepler-1129 b,24.3397804,1183.88
Kepler-1129 c,76.5369586,1183.88
Kepler-113 b,4.754,262.351
Kepler-113 c,8.92507,262.351
Kepler-1130 b,5.45298175,249.343
Kepler-1130 c,3.26663995,249.343
Kepler-1130 d,4.27225018,249.343
Kepler-1131 b,3.53232449,1030.7
Kepler-1132 b,62.8916228,867.931
Kepler-1133 b,11.55562343,753.135
Kepler-1134 b,17.13263989,944.445
Kepler-1135 b,76.957857,1314.64
Kepler-1136 b,2.36172433,491.406
Kepler-1137 b,23.9210791,921.778
Kepler-1138 b,3.17060005,872.328
Kepler-1139 b,0.81316672,495.156
Kepler-114 b,5.188549,259.533
Kepler-114 c,8.041,259.533
Kepler-114 d,11.776,259.533
Kepler-1140 b,24.0862707,656.48
Kepler-1141 b,2.34451194,393.642
Kepler-1142 b,18.3027248,1273.51
Kepler-1143 b,2.88890485,555.189
Kepler-1143 c,210.630591,555.189
Kepler-1144 b,17.14647302,1140.57
Kepler-1145 b,3.97076766,691.961
Kepler-1146 b,2.3522658,703.038
Kepler-1147 b,10.62784997,1657.36
Kepler-1148 b,1.10446351,625.692
Kepler-1149 b,3.73089898,1217.73
Kepler-115 b,2.403679,623.609
Kepler-115 c,8.990889,623.609
Kepler-1150 b,2.78786839,358.518
Kepler-1151 b,65.6478424,682.436
Kepler-1152 b,1.64680191,215.233
Kepler-1153 b,1.75583533,1119.49
Kepler-1154 b,5.1856142,1460.1
Kepler-1154 c,8.45808312,1460.1
Kepler-1155 b,33.469743,1128.72
Kepler-1156 b,11.89520511,691.331
Kepler-1157 b,4.45743164,342.144
Kepler-1158 b,13.5396293,1484.25
Kepler-1159 b,22.70816791,1213.71
Kepler-116 b,5.968734,955.168
Kepler-116 c,13.07163,955.168
Kepler-1160 b,7.97034958,1077.63
Kepler-1161 b,10.71252541,547.726
Kepler-1162 b,32.5637069,940.211
Kepler-1162 c,59.284064,940.211
Kepler-1163 b,6.11786898,478.647
Kepler-1164 b,3.97599768,431.622
Kepler-1165 b,9.478522,1575.2
Kepler-1165 c,29.96870041,1575.2
Kepler-1166 b,33.2406882,634.906
Kepler-1167 b,1.00393374,820.905
Kepler-1168 b,55.8226539,752.666
Kepler-1169 b,6.11009134,522.823
Kepler-117 b,18.7959228,1455.57
Kepler-117 c,50.790391,1455.57
Kepler-1170 b,9.98969327,1050.45
Kepler-1171 b,1.44259224,573
Kepler-1172 b,26.0204423,1306.53
Kepler-1173 b,0.7698536,377.06
Kepler-1174 b,6.89225223,1408.75
Kepler-1175 b,37.94563,1121.89
Kepler-1176 b,24.1738579,864.699
Kepler-1177 b,106.247547,1299.97
Kepler-1178 b,31.80634,482.287
Kepler-1179 b,2.68505749,415.205
Kepler-118 b,7.518496,574.228
Kepler-118 c,20.17202,574.228
Kepler-1180 b,16.8601286,1596.8
Kepler-1181 b,4.89337519,938.417
Kepler-1181 c,8.93484887,938.417
Kepler-1182 b,11.17394617,1545.39
Kepler-1183 b,28.5057189,1919.19
Kepler-1184 b,53.5991044,1157.84
Kepler-1185 b,104.3518976,459.273
Kepler-1186 b,16.07677615,1337.25
Kepler-1187 b,18.87064068,1020.53
Kepler-1188 b,17.1369543,1717.48
Kepler-1189 b,3.78858982,782.852
Kepler-119 b,2.422082,701.996
Kepler-119 c,4.125103,701.996
Kepler-1190 b,10.45843441,342.509
Kepler-1191 b,5.60014851,955.536
Kepler-1192 b,25.2034787,1304.19
Kepler-1193 b,2.83265213,802.116
Kepler-1194 b,16.22371307,757.382
Kepler-1195 b,8.49642241,918.566
Kepler-1196 b,66.1849031,922.333
Kepler-1197 b,2.03231845,486.94
Kepler-1198 b,7.6847716,743.03
Kepler-1199 b,15.0447198,563.493
Kepler-12 b,4.4379629,881.386
Kepler-120 b,6.312501,388.63
Kepler-120 c,12.794585,388.63
Kepler-1200 b,1.11854972,588.715
Kepler-1201 b,15.18725932,944.241
Kepler-1202 b,28.6851324,1175.38
Kepler-1203 b,0.58800076,317.022
Kepler-1204 b,85.7350285,1175.22
Kepler-1205 b,1.07839035,698.485
Kepler-1206 b,1.21699766,762.019
Kepler-1207 b,13.68237119,1754.19
Kepler-1208 b,11.08507637,825.176
Kepler-1209 b,25.369116,505.531
Kepler-121 b,3.177422,510.523
Kepler-121 c,41.008011,510.523
Kepler-1210 b,8.07124073,1176.53
Kepler-1211 b,11.01816836,1826.53
Kepler-1212 b,12.94130146,1316.57
Kepler-1213 b,5.34982412,807.812
Kepler-1214 b,18.82634264,729.227
Kepler-1215 b,4.76703963,661.022
Kepler-1216 b,4.37034536,1258.36
Kepler-1217 b,2.03232507,1347.71
Kepler-1218 b,22.9221266,840.503
Kepler-1219 b,16.10467749,880.895
Kepler-122 b,5.766193,1027.45
Kepler-122 c,12.465988,1027.45
Kepler-122 d,21.587475,1027.45
Kepler-122 e,37.993273,1027.45
Kepler-122 f,56.268,1027.45
Kepler-1220 b,7.42693741,961.907
Kepler-1221 b,12.00096042,913.65
Kepler-1222 b,1.91694425,415.218
Kepler-1223 b,16.301259,459.957
Kepler-1224 b,13.32351601,559.598
Kepler-1225 b,7.01075434,1347.52
Kepler-1226 b,17.2923453,1125.72
Kepler-1227 b,94.2887577,623.706
Kepler-1228 b,0.57736958,515.453
Kepler-1229 b,86.828989,265.482
Kepler-123 b,17.232366,1021.66
Kepler-123 c,26.695074,1021.66
Kepler-1230 b,9.95661537,1364.22
Kepler-1231 b,10.41725184,987.237
Kepler-1232 b,26.7839183,632.865
Kepler-1233 b,45.1263042,1178.7
Kepler-1234 b,11.94014029,916.749
Kepler-1235 b,4.16055856,540.604
Kepler-1236 b,31.0571618,999.64
Kepler-1237 b,84.5733226,1064.31
Kepler-1238 b,4.14787559,1632.13
Kepler-1239 b,5.19104016,2140.6
Kepler-124 b,3.410493,420.046
Kepler-124 c,13.821375,420.046
Kepler-124 d,30.950851,420.046
Kepler-1240 b,4.8663815,862.186
Kepler-1241 b,18.5525701,968.722
Kepler-1242 b,13.62798432,687.615
Kepler-1243 b,16.8320729,758.17
Kepler-1244 b,3.70428172,1075.81
Kepler-1245 b,4.35409304,805.936
Kepler-1245 c,2.93658468,805.936
Kepler-1246 b,11.32271513,436.505
Kepler-1247 b,13.71220213,1045.92
Kepler-1248 b,7.46725407,593.026
Kepler-1249 b,24.3347127,1904.54
Kepler-125 b,4.164389,183.365
Kepler-125 c,5.774464,183.365
Kepler-1250 b,2.60754383,2126.85
Kepler-1251 b,45.0904643,902.204
Kepler-1252 b,15.0540329,648.979
Kepler-1253 b,68.8861915,514.524
Kepler-1254 b,9.99113313,622.818
Kepler-1254 c,3.60084276,622.818
Kepler-1254 d,5.72717226,622.818
Kepler-1255 b,36.2919336,1617.07
Kepler-1256 b,12.4127754,891.192
Kepler-1257 b,2.66831376,1105.95
Kepler-1258 b,0.98494017,717.555
Kepler-1259 b,0.66308526,805.562
Kepler-126 b,10.495711,237.401
